ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
4346,33.03138,-102.82777,CO2 (CARBON DIOXIDE),15.15,0.0,0.0,0,0,NOTIFICATION FROM PUBLIC,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,SHEEP MOUNTAIN PUMP STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,2182.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,0.0,1.0,2911.0,0.0,0.0,0.0
4349,29.974993,-94.05586,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,0.0,2.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,COLONIAL/HEBERT,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1978,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,YES,NO,NO,120.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,315.0,3000.0,3000.0,3000.0,0.0
4356,31.821442,-94.469056,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,100.0,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LP3 PANOLA,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1983,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,392.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",4000.0,1764.0,28072.0,96446.0,18000.0,30000.0
4357,41.148878,-103.682297,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,222.0,0.0,222.0,0,0,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT,"ONSHORE PIPELINE, INCLUDING VALVE SITES",SIDNEY PRODUCTS SYSTEM,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1954,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,NO,NO,600.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0,30000.0,9500.0,96753.0,51842.0,0.0
4358,38.79106,-89.08415,CRUDE OIL,1.6,0.0,1.6,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",PATOKA TANK FARM,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,1975,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,40.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,120000.0,100.0,300.0,0.0
4362,47.6895,-95.4097,CRUDE OIL,0.24,0.0,0.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,CLEARBROOK TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1997,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,120.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,0.0,25000.0,60000.0,15000.0,0.0
4363,41.95138,-88.27772,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,12.0,0.0,12.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES","#6-12"" IOWA CITY TO CHICAGO LINE",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1957,PIPE,CARBON STEEL,LEAK-CRACK,NO,YES,NO,YES,YES,625.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),79079.0,8200.0,38500.0,70000.0,710721.0,0.0
4365,38.82204498,-90.07891101,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11.0,0.0,11.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,WOOD RIVER TANK FARM,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1971,SUMP,CARBON STEEL,OVERFILL OR OVERFLOW,NO,YES,NO,YES,YES,14.7,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,750.0,0.0,100000.0,0.0,0.0
4366,47.378551,-94.666629,CRUDE OIL,0.02,0.0,0.02,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 3,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1982,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,41.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,0.0,15000.0,25000.0,0.0,0.0
4369,29.28145,-89.949297,CRUDE OIL,204.0,0.0,189.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",BOA PIPELINE,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,NO,INTERSTATE,1953,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,YES,NO,NO,0.0,PRESSURE DID NOT EXCEED MOP,YES,NO,< 20% SMYS REGULATED TRANSMISSION,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0,1500.0,1054438.0,1745562.0,0.0,0.0
4370,29.73093,-95.20397,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PASADENA TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,NO,60.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,15.0,23000.0,0.0,0.0,0.0
4383,29.3736,-89.5514,CRUDE OIL,0.17,0.0,0.17,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",EMPIRE TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,UNKNOWN,TANK/VESSEL,CARBON STEEL,MECHANICAL PUNCTURE,NO,NO,NO,NO,NO,10.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,OTHER ACCIDENT CAUSE,MISCELLANEOUS,0.0,625.0,400000.0,0.0,0.0,0.0
4384,41.49188,-87.91791,CRUDE OIL,1500.0,0.0,255.0,2,3,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 64,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,2003,SCRAPER/PIG TRAP,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,135.0,PRESSURE DID NOT EXCEED MOP,YES,YES,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",0.0,124500.0,864819.0,915512.0,931946.0,0.0
4385,32.3288,-102.8112,CRUDE OIL,128.0,0.0,100.0,0,0,CONTROLLER,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",WEST FULLERTON STATION,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,2010,RELIEF LINE AND RELIEF EQUIPMENT,CARBON STEEL,LEAK-OTHER,NO,YES,NO,NO,NO,50.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,=< 20% SMYS REGULATED GATHERING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,0.0,12740.0,6000.0,4200.0,16000.0,0.0
4389,27.8215,-97.395,CRUDE OIL,1300.0,0.0,1250.0,0,0,OTHER,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",MARTIN TERMINAL,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,2012,TANK/VESSEL,CARBON STEEL,OVERFILL OR OVERFLOW,NO,YES,NO,YES,NO,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,OTHER ACCIDENT CAUSE,MISCELLANEOUS,200000.0,5000.0,10000.0,0.0,750000.0,0.0
4391,46.24913,-106.81986,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,183.0,0.0,181.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",BV 111,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,NO,INTERSTATE,2010,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,NO,1250.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,200000.0,24650.0,10000.0,10000.0,0.0,0.0
4393,41.50667,-87.45333,CRUDE OIL,24.0,0.0,24.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",HARTSDALE TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,2012,TANK/VESSEL,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,1.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",0.0,1000.0,10000.0,80000.0,34000.0,0.0
4394,45.526048,-98.515008,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,500.0,0.0,450.0,0,0,CONTROLLER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ABERDEEN TO JAMESTOWN LINE 5,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1965,PIPE,CARBON STEEL,RUPTURE-LONGITUDINAL,NO,YES,YES,NO,NO,1200.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),10000.0,14340.0,12000.0,155000.0,75000.0,0.0
4397,32.1532,-97.3751,CRUDE OIL,2.0,0.0,1.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,BLUM STATION,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,1952,SUMP,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,NO,YES,YES,NO,NO,625.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,50.0,0.0,22457.0,0.0,0.0
4398,41.49806,-87.51722,CRUDE OIL,0.01,0.0,0.01,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LINE 6A MP 461,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,YES,INTERSTATE,1968,PIPE,CARBON STEEL,OTHER,NO,NO,NO,YES,YES,150.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,5000.0,0.0,0.0,53360.0,0.0,0.0
4399,39.27126,-76.56328,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,5.0,0,0,OTHER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PETROLEUM FUEL & TERMINAL CO.,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1955,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,5.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,0.0,0.0,0.0,0.0,0.0
4400,29.73093,-95.20397,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PASADENA TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,UNKNOWN,OTHER,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,YES,YES,15.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,3.0,4000.0,0.0,6000.0,0.0
4401,42.53889,-88.63417,CRUDE OIL,5.0,0.0,5.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,LINE 14,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2012,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,1232.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,184.0,2370.0,39742.0,1364.0,0.0
4402,40.57729,-74.25051,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.4,0.0,5.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,COLONIAL/LINDEN JUNCTION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2009,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,1000.0,100.0,30000.0,30000.0,0.0
4403,44.05727,-84.108636,CRUDE OIL,20.0,0.0,20.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",EELP LINE 5,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1953,PIPE,CARBON STEEL,LEAK-CRACK,NO,YES,YES,NO,NO,199.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),0.0,2000.0,50000.0,120000.0,128000.0,0.0
4404,30.26630836,-95.35229159,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,14.0,0.0,14.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,CONROE PUMP STATION,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,2002,VALVE,MATERIAL OTHER THAN CARBON STEEL,OTHER,NO,YES,NO,YES,NO,288.3,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,1600.0,1000.0,50000.0,849000.0,0.0
4406,30.239319,-93.268658,CRUDE OIL,0.83,0.0,0.83,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",WESTLAKE REFINERY,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,1970,TANK/VESSEL,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,50.0,825000.0,0.0,0.0,0.0
4408,44.73486,-93.19663,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1477.0,0.0,1195.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ROSEMOUNT PUMP STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,1954,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,YES,YES,YES,100.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,165425.0,500.0,414000.0,1797701.0,0.0
4413,40.696043,-84.126666,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.6,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,LIMA STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,1986,SUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,40500.0,43000.0,12500.0,0.0
4418,31.47285,-102.89311,CRUDE OIL,26.0,0.0,20.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES",MONAHANS TRUCK RACK,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1999,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-CRACK,NO,YES,NO,NO,NO,300.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION ,5000.0,2600.0,2000.0,26000.0,10000.0,12000.0
4420,31.15279,-97.37467,CRUDE OIL,70.0,0.0,70.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,BLUM STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1952,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,181.0,0.0,0.0,0.0
4421,39.136219,-94.601051,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,262.0,0.0,242.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",KANSAS CITY TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTERSTATE,2007,TANK/VESSEL,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,2.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,36000.0,5000.0,5000.0,132748.0,0.0
